,year,week,date,day,time_of_day,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class,date-year,date-month,date-day
566,2017,4,8/22/2017,3,0,4,0,5,6,0,4,2,40,1,16,1,1,2017,8,22
567,2017,1,8/4/2017,0,0,4,0,2,16,1,4,2,58,2,18,1,1,2017,8,4
568,2017,1,8/4/2017,0,2,4,0,5,4,1,3,2,56,1,29,1,1,2017,8,4
569,2017,8,9/19/2017,3,0,4,0,5,6,0,4,2,40,1,15,1,1,2017,9,19
570,2017,0,7/24/2017,1,0,4,0,5,4,0,4,2,23,1,14,1,1,2017,7,24
571,2017,1,8/2/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,8,2
572,2017,2,8/7/2017,1,2,4,0,0,29,0,4,2,34,1,34,2,1,2017,8,7
573,2017,4,8/21/2017,1,1,4,0,5,28,0,2,2,79,1,32,2,1,2017,8,21
574,2017,2,8/7/2017,1,1,4,0,5,28,0,2,2,79,1,35,2,1,2017,8,7
575,2017,1,8/4/2017,0,0,4,0,5,4,0,4,2,62,1,29,1,1,2017,8,4
576,2017,7,9/14/2017,2,0,4,0,5,8,0,4,2,105,1,67,3,1,2017,9,14
577,2017,1,8/2/2017,4,2,4,0,0,29,0,4,2,97,1,96,3,1,2017,8,2
578,2017,1,8/2/2017,4,2,4,0,6,7,0,2,0,45,2,45,2,1,2017,8,2
579,2017,2,8/9/2017,4,2,4,0,0,10,0,4,2,74,1,69,3,1,2017,8,9
580,2017,9,10/4/2017,4,1,4,0,1,3,0,4,2,80,4,79,3,1,2017,10,4
581,2017,3,8/17/2017,2,1,4,0,5,1,0,4,2,91,2,82,3,1,2017,8,17
582,2017,0,7/24/2017,1,2,4,0,0,29,0,4,2,34,1,30,1,1,2017,7,24
583,2017,3,8/17/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,17
584,2017,2,8/8/2017,3,0,4,0,5,6,0,4,2,40,1,23,1,1,2017,8,8
585,2017,5,8/31/2017,2,1,4,0,5,1,0,4,2,91,2,87,3,1,2017,8,31
586,2017,9,10/3/2017,3,0,4,0,5,6,0,4,2,40,1,12,1,1,2017,10,3
587,2017,9,10/4/2017,4,1,4,0,0,10,0,4,2,46,2,38,2,1,2017,10,4
588,2017,0,7/24/2017,1,0,4,0,0,31,0,4,2,97,1,88,3,1,2017,7,24
589,2017,3,8/17/2017,2,0,4,0,5,8,0,4,2,105,1,75,3,1,2017,8,17
590,2017,4,8/22/2017,3,2,4,0,0,10,0,4,2,52,1,40,2,1,2017,8,22
591,2017,5,8/31/2017,2,0,4,0,5,8,0,4,2,105,1,73,3,1,2017,8,31
592,2017,9,10/4/2017,4,2,4,0,0,10,0,4,2,74,1,58,3,1,2017,10,4
593,2017,8,9/18/2017,1,1,4,0,5,28,0,2,2,79,1,19,1,1,2017,9,18
594,2017,5,8/28/2017,1,0,4,0,5,4,0,4,2,23,1,15,1,1,2017,8,28
595,2017,2,8/9/2017,4,2,4,0,0,29,0,4,2,97,1,86,3,1,2017,8,9
596,2017,1,8/2/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,2
597,2017,1,8/4/2017,0,2,4,2,2,21,0,4,2,97,1,73,3,1,2017,8,4
598,2017,8,9/20/2017,4,1,4,0,0,10,0,4,2,46,2,41,2,1,2017,9,20
599,2017,7,9/14/2017,2,1,4,0,5,1,0,4,2,91,2,83,3,1,2017,9,14
600,2017,3,8/15/2017,3,0,4,0,5,6,0,4,2,40,1,18,1,1,2017,8,15
601,2017,0,7/24/2017,1,2,4,0,2,16,0,4,2,34,2,13,1,1,2017,7,24
602,2017,11,10/16/2017,1,1,4,0,5,28,0,2,2,79,1,25,1,1,2017,10,16
603,2017,0,7/25/2017,3,0,4,0,5,6,0,4,2,40,1,24,1,1,2017,7,25
604,2017,11,10/18/2017,4,1,4,0,0,10,0,4,2,46,2,31,1,1,2017,10,18
605,2017,3,8/18/2017,0,2,4,2,2,21,0,4,2,97,1,57,3,1,2017,8,18
606,2017,3,8/18/2017,0,2,4,0,5,4,1,3,2,56,1,31,1,1,2017,8,18
607,2017,2,8/9/2017,4,2,4,0,6,7,0,2,0,45,2,28,1,1,2017,8,9
608,2017,7,9/14/2017,2,0,4,0,0,10,0,4,2,30,2,28,1,1,2017,9,14
609,2017,0,7/26/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,7,26
610,2017,5,9/1/2017,0,2,4,2,2,21,0,4,2,97,1,47,2,1,2017,9,1
611,2017,3,8/18/2017,0,0,4,0,5,4,0,4,2,62,1,26,1,1,2017,8,18
612,2017,4,8/23/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,23
613,2017,8,9/19/2017,3,1,4,0,2,16,0,4,2,51,2,13,1,1,2017,9,19
614,2017,0,7/26/2017,4,2,4,0,0,10,0,4,2,74,1,62,3,1,2017,7,26
615,2017,0,7/25/2017,3,2,4,0,0,10,0,4,2,52,1,33,2,1,2017,7,25
616,2017,4,8/21/2017,1,2,4,0,0,29,0,4,2,34,1,34,2,1,2017,8,21
617,2017,2,8/7/2017,1,0,4,0,0,31,0,4,2,97,1,93,3,1,2017,8,7
618,2017,5,8/31/2017,2,0,4,0,0,10,0,4,2,30,2,29,1,1,2017,8,31
619,2017,2,8/8/2017,3,2,4,0,0,10,0,4,2,52,1,43,2,1,2017,8,8
620,2017,8,9/22/2017,0,0,4,0,5,4,0,4,2,62,1,13,1,1,2017,9,22
621,2017,5,8/28/2017,1,2,4,0,0,29,0,4,2,34,1,28,1,1,2017,8,28
622,2017,5,8/29/2017,3,2,4,0,0,10,0,4,2,52,1,29,1,1,2017,8,29
623,2017,7,9/14/2017,2,2,4,0,5,24,0,4,2,48,2,33,2,1,2017,9,14
624,2017,8,9/19/2017,3,2,4,0,0,10,0,4,2,52,1,28,1,1,2017,9,19
625,2017,1,8/2/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,8,2
626,2017,0,7/25/2017,3,1,4,0,2,16,0,4,2,51,2,25,1,1,2017,7,25
627,2017,12,10/25/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,10,25
628,2017,5,8/30/2017,4,1,4,0,0,10,0,4,2,46,2,42,2,1,2017,8,30
629,2017,11,10/18/2017,4,2,4,0,6,7,0,2,0,45,2,40,2,1,2017,10,18
630,2017,3,8/14/2017,1,2,4,0,0,29,0,4,2,34,1,33,2,1,2017,8,14
631,2017,0,7/27/2017,2,1,4,0,5,1,0,4,2,91,2,76,3,1,2017,7,27
632,2017,7,9/15/2017,0,2,4,2,2,21,0,4,2,97,1,94,3,1,2017,9,15
633,2017,5,9/1/2017,0,0,4,0,5,4,0,4,2,62,1,20,1,1,2017,9,1
634,2017,11,10/16/2017,1,2,4,0,0,29,0,4,2,34,1,29,1,1,2017,10,16
635,2017,11,10/16/2017,1,0,4,0,0,31,0,4,2,97,1,66,3,1,2017,10,16
636,2017,10,10/11/2017,4,2,4,0,0,29,0,4,2,97,1,88,3,1,2017,10,11
637,2017,5,8/30/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,8,30
638,2017,1,7/31/2017,1,2,4,0,0,29,0,4,2,34,1,32,2,1,2017,7,31
639,2017,0,7/27/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,7,27
640,2017,4,8/21/2017,1,0,4,0,0,31,0,4,2,97,1,84,3,1,2017,8,21
641,2017,4,8/23/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,8,23
642,2017,11,10/18/2017,4,1,4,0,1,3,0,4,2,80,4,75,3,1,2017,10,18
643,2017,2,8/9/2017,4,1,4,0,1,3,0,4,2,80,4,71,3,1,2017,8,9
644,2017,5,8/28/2017,1,1,4,0,5,28,0,2,2,79,1,76,3,1,2017,8,28
645,2017,3,8/16/2017,4,2,4,0,0,10,0,4,2,74,1,62,3,1,2017,8,16
646,2017,7,9/13/2017,4,2,4,0,0,10,0,4,2,74,1,64,3,1,2017,9,13
647,2017,2,8/8/2017,3,1,4,0,2,16,0,4,2,51,2,13,1,1,2017,8,8
648,2017,5,8/28/2017,1,0,4,0,0,31,0,4,2,97,1,95,3,1,2017,8,28
649,2017,4,8/25/2017,0,0,4,0,5,4,0,4,2,62,1,16,1,1,2017,8,25
650,2017,4,8/25/2017,0,2,4,0,5,4,1,3,2,56,1,18,1,1,2017,8,25
651,2017,3,8/14/2017,1,0,4,0,5,4,0,4,2,23,1,13,1,1,2017,8,14
652,2017,4,8/25/2017,0,2,4,2,2,21,0,4,2,97,1,54,3,1,2017,8,25
653,2017,5,9/1/2017,0,2,4,0,5,4,1,3,2,56,1,26,1,1,2017,9,1
654,2017,3,8/14/2017,1,1,4,0,5,28,0,2,2,79,1,32,2,1,2017,8,14
655,2017,9,10/6/2017,0,2,4,0,5,4,1,3,2,56,1,19,1,1,2017,10,6
656,2017,7,9/11/2017,1,0,4,0,5,4,0,4,2,23,1,18,1,1,2017,9,11
657,2017,0,7/28/2017,0,2,4,0,5,4,1,3,2,56,1,26,1,1,2017,7,28
658,2017,0,7/26/2017,4,2,4,0,6,7,0,2,0,45,2,43,2,1,2017,7,26
659,2017,10,10/12/2017,2,1,4,0,5,1,0,4,2,91,2,87,3,1,2017,10,12
660,2017,8,9/18/2017,1,0,4,0,0,31,0,4,2,97,1,63,3,1,2017,9,18
661,2017,7,9/15/2017,0,2,4,0,5,4,1,3,2,56,1,54,3,1,2017,9,15
662,2017,2,8/10/2017,2,1,4,0,5,1,0,4,2,91,2,91,3,1,2017,8,10
663,2017,8,9/21/2017,2,0,4,0,0,10,0,4,2,30,2,27,1,1,2017,9,21
664,2017,5,8/29/2017,3,0,4,0,5,6,0,4,2,40,1,18,1,1,2017,8,29
665,2017,2,8/11/2017,0,2,4,0,5,4,1,3,2,56,1,32,2,1,2017,8,11
666,2017,3,8/15/2017,3,2,4,0,0,10,0,4,2,52,1,36,2,1,2017,8,15
667,2017,10,10/10/2017,3,0,4,0,5,6,0,4,2,40,1,13,1,1,2017,10,10
668,2017,4,8/24/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,24
669,2017,1,8/3/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,3
670,2017,11,10/18/2017,4,2,4,0,0,29,0,4,2,97,1,85,3,1,2017,10,18
671,2017,7,9/15/2017,0,0,4,0,5,4,0,4,2,62,1,48,2,1,2017,9,15
672,2017,7,9/11/2017,1,0,4,0,0,31,0,4,2,97,1,69,3,1,2017,9,11
673,2017,7,9/11/2017,1,2,4,0,0,29,0,4,2,34,1,26,1,1,2017,9,11
674,2017,4,8/23/2017,4,2,4,0,0,29,0,4,2,97,1,87,3,1,2017,8,23
675,2017,1,7/31/2017,1,0,4,0,0,31,0,4,2,97,1,87,3,1,2017,7,31
676,2017,10,10/13/2017,0,0,4,0,5,4,0,4,2,62,1,12,1,1,2017,10,13
677,2017,0,7/26/2017,4,1,4,0,1,3,0,4,2,80,4,78,3,1,2017,7,26
678,2017,4,8/24/2017,2,0,4,0,5,8,0,4,2,105,1,102,4,2,2017,8,24
679,2017,1,8/1/2017,3,0,4,0,5,6,0,4,2,40,1,24,1,1,2017,8,1
680,2017,1,8/3/2017,2,0,4,0,5,8,0,4,2,105,1,88,3,1,2017,8,3
681,2017,4,8/24/2017,2,1,4,0,5,1,0,4,2,91,2,87,3,1,2017,8,24
682,2017,2,8/11/2017,0,0,4,0,5,4,0,4,2,62,1,24,1,1,2017,8,11
683,2017,7,9/13/2017,4,1,4,0,0,10,0,4,2,46,2,45,2,1,2017,9,13
684,2017,2,8/11/2017,0,2,4,2,2,21,0,4,2,97,1,54,3,1,2017,8,11
685,2017,3,8/14/2017,1,0,4,0,0,31,0,4,2,97,1,77,3,1,2017,8,14
686,2017,0,7/26/2017,4,2,4,0,0,29,0,4,2,97,1,87,3,1,2017,7,26
687,2017,9,10/3/2017,3,2,4,0,0,10,0,4,2,52,1,29,1,1,2017,10,3
688,2017,8,9/20/2017,4,2,4,0,6,7,0,2,0,45,2,30,1,1,2017,9,20
689,2017,10,10/12/2017,2,0,4,0,5,8,0,4,2,105,1,57,3,1,2017,10,12
690,2017,10,10/13/2017,0,2,4,2,2,21,0,4,2,97,1,34,2,1,2017,10,13
691,2017,2,8/10/2017,2,0,4,0,5,8,0,4,2,105,1,82,3,1,2017,8,10
692,2017,10,10/11/2017,4,1,4,0,0,10,0,4,2,46,2,34,2,1,2017,10,11
693,2017,10,10/11/2017,4,1,4,0,1,3,0,4,2,80,4,69,3,1,2017,10,11
694,2017,11,10/20/2017,0,2,4,0,5,4,1,3,2,56,1,20,1,1,2017,10,20
695,2017,1,7/31/2017,1,0,4,0,5,4,0,4,2,23,1,23,1,1,2017,7,31
696,2017,5,8/30/2017,4,2,4,0,0,29,0,4,2,97,1,83,3,1,2017,8,30
697,2017,10,10/12/2017,2,0,4,0,0,10,0,4,2,30,2,23,1,1,2017,10,12
698,2017,1,7/31/2017,1,1,4,0,5,28,0,2,2,79,1,38,2,1,2017,7,31
699,2017,10,10/10/2017,3,2,4,0,0,10,0,4,2,52,1,28,1,1,2017,10,10
700,2017,11,10/20/2017,0,2,4,2,2,21,0,4,2,97,1,48,2,1,2017,10,20
701,2017,10,10/13/2017,0,2,4,0,5,4,1,3,2,56,1,26,1,1,2017,10,13
702,2017,0,7/27/2017,2,0,4,0,5,8,0,4,2,105,1,74,3,1,2017,7,27
703,2017,11,10/19/2017,2,1,4,0,5,1,0,4,2,91,2,85,3,1,2017,10,19
704,2017,5,8/30/2017,4,2,4,0,6,7,0,2,0,45,2,45,2,1,2017,8,30
705,2017,10,10/11/2017,4,2,4,0,6,7,0,2,0,45,2,40,2,1,2017,10,11
706,2017,10,10/11/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,10,11
707,2017,7,9/11/2017,1,1,4,0,5,28,0,2,2,79,1,18,1,1,2017,9,11
708,2017,7,9/12/2017,3,2,4,0,0,10,0,4,2,52,1,37,2,1,2017,9,12
709,2017,3,8/16/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,16
710,2017,2,8/10/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,10
711,2017,4,8/23/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,8,23
712,2017,7,9/13/2017,4,2,4,0,0,29,0,4,2,97,1,89,3,1,2017,9,13
713,2017,11,10/19/2017,2,0,4,0,5,8,0,4,2,105,1,91,3,1,2017,10,19
714,2017,10,10/9/2017,1,1,4,0,5,28,0,2,2,79,1,14,1,1,2017,10,9
715,2017,10,10/9/2017,1,2,4,0,0,29,0,4,2,34,1,34,2,1,2017,10,9
716,2017,1,8/3/2017,2,1,4,0,5,1,0,4,2,91,2,91,3,1,2017,8,3
717,2017,1,8/1/2017,3,2,4,0,0,10,0,4,2,52,1,45,2,1,2017,8,1
718,2017,5,8/30/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,8,30
719,2017,3,8/16/2017,4,2,4,0,0,29,0,4,2,97,1,90,3,1,2017,8,16
720,2017,3,8/16/2017,4,2,4,0,6,7,0,2,0,45,2,42,2,1,2017,8,16
721,2017,10,10/9/2017,1,0,4,0,5,4,0,4,2,23,1,13,1,1,2017,10,9
722,2017,7,9/13/2017,4,2,4,0,6,7,0,2,0,45,2,45,2,1,2017,9,13
723,2017,9,10/6/2017,0,2,4,2,2,21,0,4,2,97,1,38,2,1,2017,10,6
724,2017,3,8/16/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,8,16
725,2017,9,10/5/2017,2,0,4,0,5,8,0,4,2,105,1,47,2,1,2017,10,5
726,2017,8,9/21/2017,2,0,4,0,5,8,0,4,2,105,1,98,3,1,2017,9,21
727,2017,9,10/5/2017,2,2,4,0,5,24,0,4,2,48,2,27,1,1,2017,10,5
728,2017,7,9/13/2017,4,1,4,0,1,3,0,4,2,80,4,77,3,1,2017,9,13
729,2017,4,8/23/2017,4,2,4,0,6,7,0,2,0,45,2,29,1,1,2017,8,23
730,2017,8,9/21/2017,2,2,4,0,5,24,0,4,2,48,2,40,2,1,2017,9,21
731,2017,9,10/5/2017,2,1,4,0,5,1,0,4,2,91,2,91,3,1,2017,10,5
732,2017,12,10/27/2017,0,2,4,2,2,21,0,4,2,97,1,14,1,1,2017,10,27
733,2017,11,10/19/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,10,19
734,2017,10,10/9/2017,1,0,4,0,0,31,0,4,2,97,1,61,3,1,2017,10,9
735,2017,9,10/5/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,10,5
736,2017,1,8/2/2017,4,2,5,0,5,28,0,2,2,72,1,24,1,1,2017,8,2
737,2017,4,8/22/2017,3,2,5,0,5,8,0,4,2,105,2,67,3,1,2017,8,22
738,2017,2,8/8/2017,3,2,5,0,5,8,0,4,2,105,2,88,3,1,2017,8,8
739,2017,2,8/7/2017,1,0,5,0,5,28,0,2,2,72,1,39,2,1,2017,8,7
740,2017,1,8/2/2017,4,2,5,0,4,26,0,4,2,97,1,45,2,1,2017,8,2
741,2017,7,9/14/2017,2,0,5,0,5,28,0,2,2,79,1,30,1,1,2017,9,14
742,2017,2,8/7/2017,1,1,5,0,4,26,0,4,2,97,1,42,2,1,2017,8,7
743,2017,4,8/22/2017,3,0,5,0,5,4,0,4,2,43,2,36,2,1,2017,8,22
744,2017,0,7/24/2017,1,0,5,0,5,28,0,2,2,72,1,30,1,1,2017,7,24
745,2017,9,10/3/2017,3,0,5,0,5,4,0,4,2,36,1,17,1,1,2017,10,3
746,2017,5,8/31/2017,2,0,5,0,0,10,0,4,0,74,1,68,3,1,2017,8,31
747,2017,4,8/21/2017,1,0,5,0,5,28,0,2,2,72,1,27,1,1,2017,8,21
748,2017,7,9/14/2017,2,0,5,0,0,10,0,4,0,74,1,69,3,1,2017,9,14
749,2017,0,7/27/2017,2,0,5,0,5,28,0,2,2,79,1,25,1,1,2017,7,27
750,2017,5,8/31/2017,2,2,5,0,0,29,0,4,2,61,2,61,3,1,2017,8,31
751,2017,1,8/2/2017,4,0,5,2,2,25,0,4,2,69,1,18,1,1,2017,8,2
752,2017,8,9/19/2017,3,2,5,0,5,8,0,4,2,105,2,53,3,1,2017,9,19
753,2017,2,8/7/2017,1,2,5,0,4,26,0,4,2,61,2,28,1,1,2017,8,7
754,2017,9,10/3/2017,3,2,5,0,5,8,0,4,2,105,2,51,2,1,2017,10,3
755,2017,9,10/3/2017,3,0,5,0,5,4,0,4,2,43,2,30,1,1,2017,10,3
756,2017,6,9/7/2017,2,0,5,0,5,28,0,2,2,79,1,27,1,1,2017,9,7
757,2017,4,8/22/2017,3,0,5,0,5,4,0,4,2,36,1,14,1,1,2017,8,22
758,2017,4,8/21/2017,1,1,5,0,4,26,0,4,2,97,1,31,1,1,2017,8,21
759,2017,1,8/2/2017,4,0,5,0,5,4,1,3,2,56,2,48,2,1,2017,8,2
760,2017,1,8/2/2017,4,1,5,0,4,26,0,4,2,69,1,31,1,1,2017,8,2
761,2017,6,9/7/2017,2,0,5,0,0,10,0,4,0,74,1,71,3,1,2017,9,7
762,2017,0,7/27/2017,2,0,5,0,4,26,0,4,2,69,1,23,1,1,2017,7,27
763,2017,3,8/17/2017,2,0,5,0,4,26,0,4,2,69,1,26,1,1,2017,8,17
764,2017,0,7/24/2017,1,2,5,0,4,26,0,4,2,61,2,42,2,1,2017,7,24
765,2017,5,8/31/2017,2,0,5,0,5,28,0,2,2,79,1,23,1,1,2017,8,31
766,2017,2,8/8/2017,3,0,5,0,5,4,0,4,2,43,2,39,2,1,2017,8,8
767,2017,7,9/14/2017,2,2,5,0,0,29,0,4,2,61,2,52,3,1,2017,9,14
768,2017,11,10/17/2017,3,0,5,0,5,4,0,4,2,36,1,13,1,1,2017,10,17
769,2017,11,10/17/2017,3,2,5,0,5,8,0,4,2,105,2,46,2,1,2017,10,17
770,2017,0,7/27/2017,2,0,5,0,0,10,0,4,0,74,1,74,3,1,2017,7,27
771,2017,11,10/16/2017,1,1,5,0,4,26,0,4,2,97,1,24,1,1,2017,10,16
772,2017,10,10/12/2017,2,0,5,0,0,10,0,4,0,74,1,57,3,1,2017,10,12
773,2017,8,9/18/2017,1,2,5,0,4,26,0,4,2,61,2,13,1,1,2017,9,18
774,2017,6,9/4/2017,1,0,5,0,5,28,0,2,2,72,1,27,1,1,2017,9,4
775,2017,4,8/21/2017,1,2,5,0,5,4,0,4,2,62,1,16,1,1,2017,8,21
776,2017,0,7/24/2017,1,1,5,0,4,26,0,4,2,97,1,28,1,1,2017,7,24
777,2017,3,8/15/2017,3,0,5,0,5,4,0,4,2,43,2,38,2,1,2017,8,15
778,2017,6,9/4/2017,1,2,5,0,4,26,0,4,2,61,2,18,1,1,2017,9,4
779,2017,11,10/19/2017,2,0,5,0,5,28,0,2,2,79,1,20,1,1,2017,10,19
780,2017,8,9/19/2017,3,0,5,0,5,4,0,4,2,43,2,29,1,1,2017,9,19
781,2017,0,7/25/2017,3,2,5,0,5,8,0,4,2,105,2,81,3,1,2017,7,25
782,2017,9,10/4/2017,4,0,5,0,5,4,1,3,2,56,2,17,1,1,2017,10,4
783,2017,11,10/17/2017,3,0,5,0,5,4,0,4,2,43,2,30,1,1,2017,10,17
784,2017,6,9/4/2017,1,1,5,0,4,26,0,4,2,97,1,17,1,1,2017,9,4
785,2017,0,7/27/2017,2,1,5,0,5,6,1,4,2,33,1,24,1,1,2017,7,27
786,2017,6,9/6/2017,4,0,5,0,5,4,1,3,2,56,2,35,2,1,2017,9,6
787,2017,10,10/11/2017,4,2,5,0,4,26,0,4,2,97,1,25,1,1,2017,10,11
788,2017,11,10/16/2017,1,2,5,0,4,26,0,4,2,61,2,14,1,1,2017,10,16
789,2017,8,9/18/2017,1,0,5,0,5,28,0,2,2,72,1,19,1,1,2017,9,18
790,2017,4,8/21/2017,1,2,5,0,4,26,0,4,2,61,2,18,1,1,2017,8,21
791,2017,3,8/17/2017,2,2,5,0,0,29,0,4,2,61,2,53,3,1,2017,8,17
792,2017,3,8/17/2017,2,0,5,0,5,28,0,2,2,79,1,40,2,1,2017,8,17
793,2017,10,10/12/2017,2,0,5,0,5,28,0,2,2,79,1,21,1,1,2017,10,12
794,2017,3,8/15/2017,3,0,5,0,5,4,0,4,2,36,1,23,1,1,2017,8,15
795,2017,9,10/4/2017,4,2,5,0,4,26,0,4,2,97,1,26,1,1,2017,10,4
796,2017,7,9/12/2017,3,0,5,0,5,4,0,4,2,36,1,15,1,1,2017,9,12
797,2017,6,9/7/2017,2,2,5,0,0,29,0,4,2,61,2,54,3,1,2017,9,7
798,2017,7,9/12/2017,3,2,5,0,5,8,0,4,2,105,2,57,3,1,2017,9,12
799,2017,10,10/11/2017,4,2,5,0,5,28,0,2,2,72,1,12,1,1,2017,10,11
800,2017,6,9/6/2017,4,2,5,0,4,26,0,4,2,97,1,30,1,1,2017,9,6
801,2017,8,9/18/2017,1,1,5,0,4,26,0,4,2,97,1,31,1,1,2017,9,18
802,2017,9,10/4/2017,4,1,5,0,0,10,0,4,2,39,2,16,1,1,2017,10,4
803,2017,9,10/5/2017,2,0,5,0,5,28,0,2,2,79,1,29,1,1,2017,10,5
804,2017,10,10/10/2017,3,2,5,0,5,8,0,4,2,105,2,55,3,1,2017,10,10
805,2017,8,9/20/2017,4,1,5,0,0,10,0,4,2,39,2,17,1,1,2017,9,20
806,2017,3,8/17/2017,2,0,5,0,0,10,0,4,0,74,1,74,3,1,2017,8,17
807,2017,0,7/26/2017,4,2,5,0,5,28,0,2,2,72,1,26,1,1,2017,7,26
808,2017,3,8/16/2017,4,2,5,0,4,26,0,4,2,97,1,38,2,1,2017,8,16
809,2017,3,8/15/2017,3,2,5,0,5,8,0,4,2,105,2,69,3,1,2017,8,15
810,2017,6,9/6/2017,4,1,5,0,0,10,0,4,2,39,2,29,1,1,2017,9,6
811,2017,5,8/29/2017,3,2,5,0,5,8,0,4,2,105,2,63,3,1,2017,8,29
812,2017,11,10/16/2017,1,0,5,0,5,28,0,2,2,72,1,16,1,1,2017,10,16
813,2017,8,9/19/2017,3,0,5,0,5,4,0,4,2,36,1,19,1,1,2017,9,19
814,2017,4,8/23/2017,4,2,5,0,5,28,0,2,2,72,1,16,1,1,2017,8,23
815,2017,10,10/9/2017,1,2,5,0,5,4,0,4,2,62,1,14,1,1,2017,10,9
816,2017,0,7/26/2017,4,2,5,0,4,26,0,4,2,97,1,47,2,1,2017,7,26
817,2017,8,9/20/2017,4,0,5,0,5,4,1,3,2,56,2,24,1,1,2017,9,20
818,2017,3,8/16/2017,4,2,5,0,5,28,0,2,2,72,1,18,1,1,2017,8,16
819,2017,7,9/12/2017,3,0,5,0,5,4,0,4,2,43,2,35,2,1,2017,9,12
820,2017,5,8/28/2017,1,1,5,0,4,26,0,4,2,97,1,29,1,1,2017,8,28
821,2017,5,8/29/2017,3,0,5,0,5,4,0,4,2,43,2,38,2,1,2017,8,29
822,2017,7,9/11/2017,1,0,5,0,5,28,0,2,2,72,1,21,1,1,2017,9,11
823,2017,10,10/10/2017,3,0,5,0,5,4,0,4,2,43,2,39,2,1,2017,10,10
824,2017,10,10/10/2017,3,0,5,0,5,4,0,4,2,36,1,12,1,1,2017,10,10
825,2017,6,9/6/2017,4,2,5,0,5,28,0,2,2,72,1,16,1,1,2017,9,6
826,2017,10,10/9/2017,1,1,5,0,4,26,0,4,2,97,1,19,1,1,2017,10,9
827,2017,2,8/8/2017,3,0,5,0,5,4,0,4,2,36,1,22,1,1,2017,8,8
828,2017,10,10/9/2017,1,2,5,0,4,26,0,4,2,61,2,16,1,1,2017,10,9
829,2017,11,10/19/2017,2,0,5,0,4,26,0,4,2,69,1,12,1,1,2017,10,19
830,2017,2,8/10/2017,2,2,5,0,0,29,0,4,2,61,2,60,3,1,2017,8,10
831,2017,10,10/12/2017,2,2,5,0,0,29,0,4,2,61,2,55,3,1,2017,10,12
832,2017,1,8/3/2017,2,2,5,0,0,29,0,4,2,61,2,60,3,1,2017,8,3
833,2017,2,8/7/2017,1,2,5,0,5,4,0,4,2,62,1,15,1,1,2017,8,7
834,2017,4,8/23/2017,4,2,5,0,4,26,0,4,2,97,1,42,2,1,2017,8,23
835,2017,11,10/20/2017,0,2,5,0,6,23,0,4,2,50,3,30,1,1,2017,10,20
836,2017,0,7/27/2017,2,2,5,0,0,29,0,4,2,61,2,56,3,1,2017,7,27
837,2017,6,9/5/2017,3,2,5,0,5,8,0,4,2,105,2,64,3,1,2017,9,5
838,2017,11,10/18/2017,4,1,5,0,0,10,0,4,2,39,2,26,1,1,2017,10,18
839,2017,2,8/10/2017,2,0,5,0,4,26,0,4,2,69,1,41,2,1,2017,8,10
840,2017,7,9/11/2017,1,2,5,0,4,26,0,4,2,61,2,21,1,1,2017,9,11
841,2017,1,8/2/2017,4,1,5,0,0,10,0,4,2,39,2,39,2,1,2017,8,2
842,2017,2,8/9/2017,4,0,5,2,2,25,0,4,2,69,1,13,1,1,2017,8,9
843,2017,10,10/11/2017,4,0,5,0,5,4,1,3,2,56,2,27,1,1,2017,10,11
844,2017,2,8/9/2017,4,2,5,0,4,26,0,4,2,97,1,35,2,1,2017,8,9
845,2017,5,8/28/2017,1,2,5,0,4,26,0,4,2,61,2,24,1,1,2017,8,28
846,2017,9,10/5/2017,2,2,5,0,0,29,0,4,2,61,2,55,3,1,2017,10,5
847,2017,7,9/13/2017,4,2,5,0,5,28,0,2,2,72,1,14,1,1,2017,9,13
848,2017,1,8/1/2017,3,2,5,0,5,8,0,4,2,105,2,84,3,1,2017,8,1
849,2017,10,10/9/2017,1,0,5,0,5,28,0,2,2,72,1,18,1,1,2017,10,9
